Dose,sex,Birthcohort_persons,type_vax,week_fup,CV,COVCANCER,COVCOPD,COVHIV,COVCKD,COVDIAB,COVOBES,COVSICKLE,IMMUNOSUPPR,any_risk_factors,year,Persontime,Persontime_COVID_L1plus,Persontime_COVID_L2plus,Persontime_COVID_L3plus,Persontime_COVID_L4plus,Persontime_COVID_L5plus,COVID_L1plus_b,COVID_L2plus_b,COVID_L3plus_b,COVID_L4plus_b,COVID_L5plus_b
2,0,<1940,Pfizer,11,1,0,0,0,0,0,0,0,0,1,2021,93,93,93,93,93,93,0,0,0,0,0
2,0,<1940,Pfizer,12,1,0,0,0,0,0,0,0,0,1,2021,80,80,80,80,80,80,0,0,0,0,0
0,1,1960-1969,,0,0,0,0,0,0,0,0,0,0,0,2020,55476,55461,55476,55476,55476,55476,1,0,0,0,0
0,1,1960-1969,,0,0,0,0,0,0,0,0,0,0,0,2021,22067,21722,21903,22067,22067,22067,2,2,0,0,0
0,1,1950-1959,,0,1,0,1,0,0,0,0,0,0,1,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,1950-1959,,0,1,0,1,0,0,0,0,0,0,1,2021,213,213,213,213,213,213,0,0,0,0,0
1,1,1950-1959,Pfizer,1,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1950-1959,Pfizer,2,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1950-1959,Pfizer,3,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1950-1959,Pfizer,4,1,0,1,0,0,0,0,0,0,1,2021,1,1,1,1,1,1,0,0,0,0,0
2,1,1950-1959,Pfizer,1,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,1950-1959,Pfizer,2,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,1950-1959,Pfizer,3,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,1950-1959,Pfizer,4,1,0,1,0,0,0,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
2,1,1950-1959,Pfizer,5,1,0,1,0,0,0,0,0,0,1,2021,5,5,5,5,5,5,0,0,0,0,0
0,0,1940-1949,,0,1,0,0,0,0,0,0,0,0,1,2020,11577,11561,11561,11561,11561,11561,1,1,1,1,1
0,0,1940-1949,,0,1,0,0,0,0,0,0,0,0,1,2021,3717,3717,3717,3717,3717,3717,0,0,0,0,0
0,0,1980-1989,,0,0,0,0,0,0,0,0,0,0,0,2020,38529,38489,38529,38529,38529,38529,2,0,0,0,0
2,0,1970-1979,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,101,94,94,101,101,101,0,0,0,0,0
2,0,1970-1979,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,93,86,86,93,93,93,0,0,0,0,0
2,0,1970-1979,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,91,84,84,91,91,91,0,0,0,0,0
2,0,1970-1979,Pfizer,4,0,0,0,0,0,0,0,0,0,0,2021,91,84,84,91,91,91,0,0,0,0,0
2,0,1970-1979,Pfizer,5,0,0,0,0,0,0,0,0,0,0,2021,91,84,84,91,91,91,0,0,0,0,0
2,0,1970-1979,Pfizer,6,0,0,0,0,0,0,0,0,0,0,2021,87,80,80,87,87,87,0,0,0,0,0
2,0,1970-1979,Pfizer,7,0,0,0,0,0,0,0,0,0,0,2021,84,77,77,84,84,84,0,0,0,0,0
2,0,1970-1979,Pfizer,8,0,0,0,0,0,0,0,0,0,0,2021,77,73,73,77,77,77,0,0,0,0,0
2,0,1970-1979,Pfizer,9,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
2,0,1970-1979,Pfizer,10,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
2,0,1970-1979,Pfizer,11,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
2,0,1970-1979,Pfizer,12,0,0,0,0,0,0,0,0,0,0,2021,70,70,70,70,70,70,0,0,0,0,0
2,0,1970-1979,Pfizer,13,0,0,0,0,0,0,0,0,0,0,2021,64,64,64,64,64,64,0,0,0,0,0
2,0,1970-1979,Pfizer,14,0,0,0,0,0,0,0,0,0,0,2021,63,63,63,63,63,63,0,0,0,0,0
2,0,1970-1979,Pfizer,15,0,0,0,0,0,0,0,0,0,0,2021,63,63,63,63,63,63,0,0,0,0,0
2,0,1970-1979,Pfizer,16,0,0,0,0,0,0,0,0,0,0,2021,54,54,54,54,54,54,0,0,0,0,0
2,0,1970-1979,Pfizer,17,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
2,0,1970-1979,Pfizer,18,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
2,0,1970-1979,Pfizer,19,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
2,0,1970-1979,Pfizer,20,0,0,0,0,0,0,0,0,0,0,2021,40,40,40,40,40,40,0,0,0,0,0
2,0,1970-1979,Pfizer,21,0,0,0,0,0,0,0,0,0,0,2021,29,29,29,29,29,29,0,0,0,0,0
0,0,1990+,,0,0,0,0,0,0,0,0,0,0,0,2020,68963,68672,68963,68963,68963,68963,2,0,0,0,0
0,0,1990+,,0,0,0,0,0,0,0,0,0,0,0,2021,29210,28748,29210,29210,29210,29210,1,0,0,0,0
0,1,1950-1959,,0,1,0,0,0,0,0,0,0,0,1,2020,6954,6954,6954,6954,6954,6954,0,0,0,0,0
0,1,1950-1959,,0,1,0,0,0,0,0,0,0,0,1,2021,2547,2547,2547,2547,2547,2547,0,0,0,0,0
0,1,1940-1949,,0,0,0,0,0,0,0,0,0,0,0,2020,17101,17101,17101,17101,17101,17101,0,0,0,0,0
0,1,1940-1949,,0,0,0,0,0,0,0,0,0,0,0,2021,4789,4789,4789,4789,4789,4789,0,0,0,0,0
1,1,1940-1949,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,1940-1949,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,1940-1949,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,1940-1949,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,1940-1949,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,140,140,140,140,140,140,0,0,0,0,0
1,1,1940-1949,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,135,135,135,135,135,135,0,0,0,0,0
1,1,1940-1949,AstraZeneca,7,0,0,0,0,0,0,0,0,0,0,2021,133,133,133,133,133,133,0,0,0,0,0
1,1,1940-1949,AstraZeneca,8,0,0,0,0,0,0,0,0,0,0,2021,133,133,133,133,133,133,0,0,0,0,0
1,1,1940-1949,AstraZeneca,9,0,0,0,0,0,0,0,0,0,0,2021,128,128,128,128,128,128,0,0,0,0,0
1,1,1940-1949,AstraZeneca,10,0,0,0,0,0,0,0,0,0,0,2021,119,119,119,119,119,119,0,0,0,0,0
1,1,1940-1949,AstraZeneca,11,0,0,0,0,0,0,0,0,0,0,2021,115,115,115,115,115,115,0,0,0,0,0
1,1,1940-1949,AstraZeneca,12,0,0,0,0,0,0,0,0,0,0,2021,98,98,98,98,98,98,0,0,0,0,0
2,1,1940-1949,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,74,74,74,74,74,74,0,0,0,0,0
2,1,1940-1949,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,41,41,41,41,41,41,0,0,0,0,0
2,1,1940-1949,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,3,3,3,3,3,3,0,0,0,0,0
1,1,1940-1949,AstraZeneca,13,0,0,0,0,0,0,0,0,0,0,2021,24,24,24,24,24,24,0,0,0,0,0
0,0,1950-1959,,0,0,0,0,0,0,0,0,0,0,0,2020,40092,39877,39877,39877,40092,40092,1,1,1,0,0
0,0,1950-1959,,0,0,0,0,0,0,0,0,0,0,0,2021,12655,12263,12486,12558,12655,12655,3,1,0,0,0
1,0,1950-1959,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
1,0,1950-1959,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
1,0,1950-1959,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,42,42,42,42,42,42,0,0,0,0,0
1,0,1950-1959,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,40,40,40,40,40,40,0,0,0,0,0
1,0,1950-1959,Moderna,5,0,0,0,0,0,0,0,0,0,0,2021,13,13,13,13,13,13,0,0,0,0,0
2,0,1950-1959,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,37,37,37,37,37,37,0,0,0,0,0
2,0,1950-1959,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
2,0,1950-1959,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,35,35,35,35,35,35,0,0,0,0,0
2,0,1950-1959,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,34,34,34,34,34,34,0,0,0,0,0
2,0,1950-1959,Moderna,5,0,0,0,0,0,0,0,0,0,0,2021,28,28,28,28,28,28,0,0,0,0,0
2,0,1950-1959,Moderna,6,0,0,0,0,0,0,0,0,0,0,2021,28,28,28,28,28,28,0,0,0,0,0
2,0,1950-1959,Moderna,7,0,0,0,0,0,0,0,0,0,0,2021,24,24,24,24,24,24,0,0,0,0,0
2,0,1950-1959,Moderna,8,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
2,0,1950-1959,Moderna,9,0,0,0,0,0,0,0,0,0,0,2021,18,18,18,18,18,18,0,0,0,0,0
2,0,1950-1959,Moderna,10,0,0,0,0,0,0,0,0,0,0,2021,4,4,4,4,4,4,0,0,0,0,0
1,1,1980-1989,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,36,36,36,36,36,36,0,0,0,0,0
1,1,1980-1989,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,21,21,21,21,21,21,0,0,0,0,0
1,1,1980-1989,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,9,9,9,9,9,9,0,0,0,0,0
2,1,1980-1989,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,1980-1989,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,1980-1989,Moderna,3,0,0,0,0,0,0,0,0,0,0,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,1980-1989,Moderna,4,0,0,0,0,0,0,0,0,0,0,2021,11,11,11,11,11,11,0,0,0,0,0
1,1,1980-1989,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,128,121,121,128,128,128,0,0,0,0,0
1,1,1980-1989,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,104,97,97,104,104,104,0,0,0,0,0
1,1,1980-1989,Pfizer,3,0,0,0,0,0,0,0,0,0,0,2021,63,58,58,63,63,63,0,0,0,0,0
1,0,<1940,Pfizer,4,1,0,0,0,0,0,0,0,0,1,2021,88,88,88,88,88,88,0,0,0,0,0
0,0,1970-1979,,0,0,0,0,0,0,1,0,0,0,1,2020,1808,1808,1808,1808,1808,1808,0,0,0,0,0
0,0,1970-1979,,0,0,0,0,0,0,1,0,0,0,1,2021,646,646,646,646,646,646,0,0,0,0,0
1,0,<1940,Pfizer,5,1,0,0,0,0,0,0,0,0,1,2021,49,49,49,49,49,49,0,0,0,0,0
1,0,<1940,Pfizer,6,1,0,0,0,0,0,0,0,0,1,2021,49,49,49,49,49,49,0,0,0,0,0
1,0,<1940,Pfizer,7,1,0,0,0,0,0,0,0,0,1,2021,44,44,44,44,44,44,0,0,0,0,0
1,0,<1940,Pfizer,8,1,0,0,0,0,0,0,0,0,1,2021,42,42,42,42,42,42,0,0,0,0,0
1,0,<1940,Pfizer,9,1,0,0,0,0,0,0,0,0,1,2021,40,40,40,40,40,40,0,0,0,0,0
0,0,1950-1959,,0,1,0,0,0,0,0,0,0,0,1,2020,6962,6962,6962,6962,6962,6962,0,0,0,0,0
0,0,1950-1959,,0,1,0,0,0,0,0,0,0,0,1,2021,2489,2489,2489,2489,2489,2489,0,0,0,0,0
1,0,1950-1959,Pfizer,1,1,0,0,0,0,0,0,0,0,1,2021,77,77,77,77,77,77,0,0,0,0,0
1,0,1950-1959,Pfizer,2,1,0,0,0,0,0,0,0,0,1,2021,77,77,77,77,77,77,0,0,0,0,0
1,0,1950-1959,Pfizer,3,1,0,0,0,0,0,0,0,0,1,2021,74,74,74,74,74,74,0,0,0,0,0
1,0,1950-1959,Pfizer,4,1,0,0,0,0,0,0,0,0,1,2021,43,43,43,43,43,43,0,0,0,0,0
1,0,1950-1959,Pfizer,5,1,0,0,0,0,0,0,0,0,1,2021,23,23,23,23,23,23,0,0,0,0,0
0,1,1940-1949,,0,0,0,0,0,0,1,0,0,0,1,2020,3060,2946,2946,2946,2946,2946,2,2,2,2,2
0,1,1940-1949,,0,0,0,0,0,0,1,0,0,0,1,2021,794,787,787,787,787,787,0,0,0,0,0
1,1,1940-1949,AstraZeneca,1,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,2,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,3,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,4,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,5,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,6,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,7,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,8,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,9,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,10,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,11,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,12,0,0,0,0,0,1,0,0,0,1,2021,7,7,7,7,7,7,0,0,0,0,0
1,1,1940-1949,AstraZeneca,13,0,0,0,0,0,1,0,0,0,1,2021,1,1,1,1,1,1,0,0,0,0,0
2,1,1940-1949,AstraZeneca,1,0,0,0,0,0,1,0,0,0,1,2021,4,4,4,4,4,4,0,0,0,0,0
0,0,1980-1989,,0,0,0,0,0,0,0,0,0,0,0,2021,16154,15432,15986,16154,16154,16154,3,1,0,0,0
1,1,1990+,Moderna,1,0,0,0,0,0,0,0,0,0,0,2021,28,28,28,28,28,28,0,0,0,0,0
1,1,1990+,Moderna,2,0,0,0,0,0,0,0,0,0,0,2021,24,24,24,24,24,24,0,0,0,0,0
1,1,1960-1969,Pfizer,1,0,0,0,0,0,0,0,0,0,0,2021,404,404,404,404,404,404,0,0,0,0,0
1,1,1960-1969,Pfizer,2,0,0,0,0,0,0,0,0,0,0,2021,311,311,311,311,311,311,0,0,0,0,0
0,1,<1940,,0,0,0,1,0,0,0,0,0,0,1,2020,732,732,732,732,732,732,0,0,0,0,0
0,1,<1940,,0,0,0,1,0,0,0,0,0,0,1,2021,150,150,150,150,150,150,0,0,0,0,0
1,1,<1940,Pfizer,1,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,<1940,Pfizer,2,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
1,1,<1940,Pfizer,3,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,1,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,2,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,3,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,4,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,5,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,6,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,7,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,8,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,9,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,10,0,0,1,0,0,0,0,0,0,1,2021,14,14,14,14,14,14,0,0,0,0,0
2,1,<1940,Pfizer,11,0,0,1,0,0,0,0,0,0,1,2021,10,10,10,10,10,10,0,0,0,0,0
1,0,1940-1949,Pfizer,1,1,0,0,0,0,0,0,0,0,1,2021,98,98,98,98,98,98,0,0,0,0,0
1,0,1940-1949,Pfizer,2,1,0,0,0,0,0,0,0,0,1,2021,98,98,98,98,98,98,0,0,0,0,0
1,0,1940-1949,Pfizer,3,1,0,0,0,0,0,0,0,0,1,2021,85,85,85,85,85,85,0,0,0,0,0
1,0,1940-1949,Pfizer,4,1,0,0,0,0,0,0,0,0,1,2021,43,43,43,43,43,43,0,0,0,0,0
1,0,1940-1949,Pfizer,5,1,0,0,0,0,0,0,0,0,1,2021,35,35,35,35,35,35,0,0,0,0,0
1,0,1940-1949,Pfizer,6,1,0,0,0,0,0,0,0,0,1,2021,24,24,24,24,24,24,0,0,0,0,0
1,1,1960-1969,AstraZeneca,1,0,0,0,0,0,0,0,0,0,0,2021,119,112,112,119,119,119,0,0,0,0,0
1,1,1960-1969,AstraZeneca,2,0,0,0,0,0,0,0,0,0,0,2021,119,112,112,119,119,119,0,0,0,0,0
1,1,1960-1969,AstraZeneca,3,0,0,0,0,0,0,0,0,0,0,2021,119,112,112,119,119,119,0,0,0,0,0
1,1,1960-1969,AstraZeneca,4,0,0,0,0,0,0,0,0,0,0,2021,116,109,109,116,116,116,0,0,0,0,0
1,1,1960-1969,AstraZeneca,5,0,0,0,0,0,0,0,0,0,0,2021,101,94,94,101,101,101,0,0,0,0,0
1,1,1960-1969,AstraZeneca,6,0,0,0,0,0,0,0,0,0,0,2021,84,77,77,84,84,84,0,0,0,0,0
1,1,1960-1969,AstraZeneca,7,0,0,0,0,0,0,0,0,0,0,2021,76,69,69,76,76,76,0,0,0,0,0
1,1,1960-1969,AstraZeneca,8,0,0,0,0,0,0,0,0,0,0,2021,70,63,63,70,70,70,0,0,0,0,0
1,1,1960-1969,AstraZeneca,9,0,0,0,0,0,0,0,0,0,0,2021,70,63,63,70,70,70,0,0,0,0,0
1,1,1960-1969,AstraZeneca,10,0,0,0,0,0,0,0,0,0,0,2021,70,63,63,70,70,70,0,0,0,0,0
1,1,1960-1969,AstraZeneca,11,0,0,0,0,0,0,0,0,0,0,2021,70,63,63,70,70,70,0,0,0,0,0
