DAP,AESI,Age in 2020,Sex,Person years,IR narrow,LL narrow,UL narrow,at_risk_at_study_entry
TEST,ARR_narrow,0-59,Female,105408,0,0,1278.24,total
TEST,ARR_narrow,0-59,Male,89304,0,0,1508.74,total
TEST,ARR_narrow,60+,Female,123999,2061.91,829,4248.33,total
TEST,ARR_narrow,60+,Male,106398,2403.01,966.13,4951.11,total
TEST,ArterialNoTP,12-17,Female,2928,0,0,46016.5,total
TEST,ArterialNoTP,12-17,Male,1830,0,0,73626.41,total
TEST,ArterialNoTP,18-24,Female,4026,0,0,33466.55,total
TEST,ArterialNoTP,18-24,Male,5124,0,0,26295.14,total
TEST,ArterialNoTP,25-29,Female,5124,0,0,26295.14,total
TEST,ArterialNoTP,25-29,Male,4392,0,0,30677.67,total
TEST,ArterialNoTP,30-39,Female,16836,0,0,8002.87,total
TEST,ArterialNoTP,30-39,Male,12078,0,0,11155.52,total
TEST,ArterialNoTP,40-49,Female,28914,0,0,4659.9,total
TEST,ArterialNoTP,40-49,Male,24156,0,0,5577.76,total
TEST,ArterialNoTP,50-59,Female,47345,1542.93,186.86,5573.59,total
TEST,ArterialNoTP,50-59,Male,42456,0,0,3173.55,total
TEST,ArterialNoTP,60-69,Female,49410,0,0,2726.9,total
TEST,ArterialNoTP,60-69,Male,47242,1546.29,187.26,5585.74,total
TEST,ArterialNoTP,70-79,Female,36302,2012.29,243.7,7269.07,total
TEST,ArterialNoTP,70-79,Male,36231,1008.11,25.52,5616.86,total
TEST,ArterialNoTP,80+,Female,40765,895.99,22.68,4992.13,total
TEST,ArterialNoTP,80+,Male,25620,0,0,5259.03,total
TEST,ArterialNoTP,0-59,Female,105173,694.57,84.12,2509.03,total
TEST,ArterialNoTP,0-59,Male,90036,0,0,1496.47,total
TEST,ArterialNoTP,60+,Female,126477,866.36,178.66,2531.88,total
TEST,ArterialNoTP,60+,Male,109093,1004.42,207.14,2935.34,total
TEST,ArterialVTENoTP,12-17,Female,2928,0,0,46016.5,total
TEST,ArterialVTENoTP,12-17,Male,1830,0,0,73626.41,total
TEST,ArterialVTENoTP,18-24,Female,4026,0,0,33466.55,total
TEST,ArterialVTENoTP,18-24,Male,5124,0,0,26295.14,total
TEST,ArterialVTENoTP,25-29,Female,5124,0,0,26295.14,total
TEST,ArterialVTENoTP,25-29,Male,4392,0,0,30677.67,total
TEST,ArterialVTENoTP,30-39,Female,16836,0,0,8002.87,total
TEST,ArterialVTENoTP,30-39,Male,12078,0,0,11155.52,total
TEST,ArterialVTENoTP,40-49,Female,28914,0,0,4659.9,total
TEST,ArterialVTENoTP,40-49,Male,24156,0,0,5577.76,total
TEST,ArterialVTENoTP,50-59,Female,47345,1542.93,186.86,5573.59,total
TEST,ArterialVTENoTP,50-59,Male,42456,0,0,3173.55,total
TEST,ArterialVTENoTP,60-69,Female,49044,0,0,2747.25,total
TEST,ArterialVTENoTP,60-69,Male,47151,2323.92,479.25,6791.47,total
TEST,ArterialVTENoTP,70-79,Female,36041,4053.72,1104.5,10379.12,total
TEST,ArterialVTENoTP,70-79,Male,36231,1008.11,25.52,5616.86,total
TEST,ArterialVTENoTP,80+,Female,40033,912.37,23.1,5083.41,total
TEST,ArterialVTENoTP,80+,Male,25620,0,0,5259.03,total
TEST,ArterialVTENoTP,0-59,Female,105173,694.57,84.12,2509.03,total
TEST,ArterialVTENoTP,0-59,Male,90036,0,0,1496.47,total
TEST,ArterialVTENoTP,60+,Female,125118,1459.62,473.94,3406.27,total
TEST,ArterialVTENoTP,60+,Male,109002,1340.34,365.2,3431.81,total
TEST,CAD_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,CAD_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,CAD_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,CAD_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,CAD_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,CAD_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,CAD_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,CAD_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,CAD_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,CAD_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,CAD_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,CAD_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,CAD_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,CAD_narrow,60-69,Male,47242,1546.29,187.26,5585.74,total
TEST,CAD_narrow,70-79,Female,36668,1992.2,241.26,7196.51,total
TEST,CAD_narrow,70-79,Male,36234,0,0,3718.51,total
TEST,CAD_narrow,80+,Female,41131,888.02,22.48,4947.71,total
TEST,CAD_narrow,80+,Male,25620,0,0,5259.03,total
TEST,CAD_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,CAD_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,CAD_narrow,60+,Female,127209,861.38,177.64,2517.31,total
TEST,CAD_narrow,60+,Male,109096,669.59,81.09,2418.8,total
TEST,CHILBLAIN_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,CHILBLAIN_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,CHILBLAIN_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,CHILBLAIN_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,CHILBLAIN_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,CHILBLAIN_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,CHILBLAIN_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,CHILBLAIN_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,CHILBLAIN_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,CHILBLAIN_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,CHILBLAIN_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,CHILBLAIN_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,CHILBLAIN_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,CHILBLAIN_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,CHILBLAIN_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,CHILBLAIN_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,CHILBLAIN_narrow,80+,Female,41358,0,0,3257.81,total
TEST,CHILBLAIN_narrow,80+,Male,25620,0,0,5259.03,total
TEST,CHILBLAIN_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,CHILBLAIN_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,CHILBLAIN_narrow,60+,Female,127734,0,0,1054.82,total
TEST,CHILBLAIN_narrow,60+,Male,110166,0,0,1223.03,total
TEST,DM1_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,DM1_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,DM1_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,DM1_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,DM1_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,DM1_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,DM1_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,DM1_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,DM1_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,DM1_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,DM1_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,DM1_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,DM1_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,DM1_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,DM1_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,DM1_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,DM1_narrow,80+,Female,41358,0,0,3257.81,total
TEST,DM1_narrow,80+,Male,25620,0,0,5259.03,total
TEST,DM1_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,DM1_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,DM1_narrow,60+,Female,127734,0,0,1054.82,total
TEST,DM1_narrow,60+,Male,110166,0,0,1223.03,total
TEST,GENCONV_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,GENCONV_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,GENCONV_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,GENCONV_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,GENCONV_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,GENCONV_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,GENCONV_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,GENCONV_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,GENCONV_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,GENCONV_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,GENCONV_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,GENCONV_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,GENCONV_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,GENCONV_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,GENCONV_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,GENCONV_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,GENCONV_narrow,80+,Female,41298,1768.85,214.22,6389.7,total
TEST,GENCONV_narrow,80+,Male,25620,0,0,5259.03,total
TEST,GENCONV_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,GENCONV_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,GENCONV_narrow,60+,Female,127674,572.16,69.29,2066.84,total
TEST,GENCONV_narrow,60+,Male,110166,0,0,1223.03,total
TEST,HF_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,HF_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,HF_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,HF_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,HF_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,HF_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,HF_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,HF_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,HF_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,HF_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,HF_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,HF_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,HF_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,HF_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,HF_narrow,70-79,Female,36851,991.15,25.09,5522.35,total
TEST,HF_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,HF_narrow,80+,Female,39071,1869.67,226.43,6753.9,total
TEST,HF_narrow,80+,Male,25124,1453.79,36.81,8100,total
TEST,HF_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,HF_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,HF_narrow,60+,Female,125332,874.28,180.3,2555.01,total
TEST,HF_narrow,60+,Male,109670,333.04,8.43,1855.61,total
TEST,Hemostroke_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,Hemostroke_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,Hemostroke_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,Hemostroke_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,Hemostroke_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,Hemostroke_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,Hemostroke_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,Hemostroke_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,Hemostroke_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,Hemostroke_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,Hemostroke_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,Hemostroke_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,Hemostroke_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,Hemostroke_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,Hemostroke_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,Hemostroke_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,Hemostroke_narrow,80+,Female,41358,0,0,3257.81,total
TEST,Hemostroke_narrow,80+,Male,25620,0,0,5259.03,total
TEST,Hemostroke_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,Hemostroke_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,Hemostroke_narrow,60+,Female,127734,0,0,1054.82,total
TEST,Hemostroke_narrow,60+,Male,110166,0,0,1223.03,total
TEST,Ischstroke_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,Ischstroke_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,Ischstroke_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,Ischstroke_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,Ischstroke_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,Ischstroke_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,Ischstroke_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,Ischstroke_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,Ischstroke_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,Ischstroke_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,Ischstroke_narrow,50-59,Female,47345,1542.93,186.86,5573.59,total
TEST,Ischstroke_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,Ischstroke_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,Ischstroke_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,Ischstroke_narrow,70-79,Female,36600,0,0,3681.32,total
TEST,Ischstroke_narrow,70-79,Male,36597,998.03,25.27,5560.68,total
TEST,Ischstroke_narrow,80+,Female,40992,0,0,3286.89,total
TEST,Ischstroke_narrow,80+,Male,25620,0,0,5259.03,total
TEST,Ischstroke_narrow,0-59,Female,105173,694.57,84.12,2509.03,total
TEST,Ischstroke_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,Ischstroke_narrow,60+,Female,127002,0,0,1060.9,total
TEST,Ischstroke_narrow,60+,Male,110163,331.55,8.39,1847.3,total
TEST,MENINGOENC_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,MENINGOENC_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,MENINGOENC_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,MENINGOENC_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,MENINGOENC_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,MENINGOENC_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,MENINGOENC_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,MENINGOENC_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,MENINGOENC_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,MENINGOENC_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,MENINGOENC_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,MENINGOENC_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,MENINGOENC_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,MENINGOENC_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,MENINGOENC_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,MENINGOENC_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,MENINGOENC_narrow,80+,Female,41358,0,0,3257.81,total
TEST,MENINGOENC_narrow,80+,Male,25620,0,0,5259.03,total
TEST,MENINGOENC_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,MENINGOENC_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,MENINGOENC_narrow,60+,Female,127734,0,0,1054.82,total
TEST,MENINGOENC_narrow,60+,Male,110166,0,0,1223.03,total
TEST,MIS_KD_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,MIS_KD_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,MIS_KD_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,MIS_KD_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,MIS_KD_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,MIS_KD_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,MIS_KD_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,MIS_KD_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,MIS_KD_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,MIS_KD_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,MIS_KD_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,MIS_KD_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,MIS_KD_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,MIS_KD_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,MIS_KD_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,MIS_KD_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,MIS_KD_narrow,80+,Female,41358,0,0,3257.81,total
TEST,MIS_KD_narrow,80+,Male,25620,0,0,5259.03,total
TEST,MIS_KD_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,MIS_KD_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,MIS_KD_narrow,60+,Female,127734,0,0,1054.82,total
TEST,MIS_KD_narrow,60+,Male,110166,0,0,1223.03,total
TEST,MYOCARD_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,MYOCARD_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,MYOCARD_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,MYOCARD_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,MYOCARD_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,MYOCARD_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,MYOCARD_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,MYOCARD_narrow,30-39,Male,11880,3074.49,77.84,17129.99,total
TEST,MYOCARD_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,MYOCARD_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,MYOCARD_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,MYOCARD_narrow,50-59,Male,42090,0,0,3201.15,total
TEST,MYOCARD_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,MYOCARD_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,MYOCARD_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,MYOCARD_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,MYOCARD_narrow,80+,Female,41358,0,0,3257.81,total
TEST,MYOCARD_narrow,80+,Male,25620,0,0,5259.03,total
TEST,MYOCARD_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,MYOCARD_narrow,0-59,Male,89472,408.23,10.34,2274.5,total
TEST,MYOCARD_narrow,60+,Female,127734,0,0,1054.82,total
TEST,MYOCARD_narrow,60+,Male,110166,0,0,1223.03,total
TEST,PERICARD_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,PERICARD_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,PERICARD_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,PERICARD_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,PERICARD_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,PERICARD_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,PERICARD_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,PERICARD_narrow,30-39,Male,11880,3074.49,77.84,17129.99,total
TEST,PERICARD_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,PERICARD_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,PERICARD_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,PERICARD_narrow,50-59,Male,42090,0,0,3201.15,total
TEST,PERICARD_narrow,60-69,Female,49410,0,0,2726.9,total
TEST,PERICARD_narrow,60-69,Male,47946,0,0,2810.17,total
TEST,PERICARD_narrow,70-79,Female,36966,0,0,3644.87,total
TEST,PERICARD_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,PERICARD_narrow,80+,Female,41358,0,0,3257.81,total
TEST,PERICARD_narrow,80+,Male,25620,0,0,5259.03,total
TEST,PERICARD_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,PERICARD_narrow,0-59,Male,89472,408.23,10.34,2274.5,total
TEST,PERICARD_narrow,60+,Female,127734,0,0,1054.82,total
TEST,PERICARD_narrow,60+,Male,110166,0,0,1223.03,total
TEST,VTENoTP,12-17,Female,2928,0,0,46016.5,total
TEST,VTENoTP,12-17,Male,1830,0,0,73626.41,total
TEST,VTENoTP,18-24,Female,4026,0,0,33466.55,total
TEST,VTENoTP,18-24,Male,5124,0,0,26295.14,total
TEST,VTENoTP,25-29,Female,5124,0,0,26295.14,total
TEST,VTENoTP,25-29,Male,4392,0,0,30677.67,total
TEST,VTENoTP,30-39,Female,16836,0,0,8002.87,total
TEST,VTENoTP,30-39,Male,12078,0,0,11155.52,total
TEST,VTENoTP,40-49,Female,28914,0,0,4659.9,total
TEST,VTENoTP,40-49,Male,24156,0,0,5577.76,total
TEST,VTENoTP,50-59,Female,47946,0,0,2810.17,total
TEST,VTENoTP,50-59,Male,42456,0,0,3173.55,total
TEST,VTENoTP,60-69,Female,49044,0,0,2747.25,total
TEST,VTENoTP,60-69,Male,47855,763.24,19.32,4252.52,total
TEST,VTENoTP,70-79,Female,36705,1990.19,241.02,7189.26,total
TEST,VTENoTP,70-79,Male,36600,0,0,3681.32,total
TEST,VTENoTP,80+,Female,40626,0,0,3316.5,total
TEST,VTENoTP,80+,Male,25620,0,0,5259.03,total
TEST,VTENoTP,0-59,Female,105774,0,0,1273.81,total
TEST,VTENoTP,0-59,Male,90036,0,0,1496.47,total
TEST,VTENoTP,60+,Female,126375,578.04,70,2088.08,total
TEST,VTENoTP,60+,Male,110075,331.82,8.4,1848.78,total
TEST,VTE_narrow,12-17,Female,2928,0,0,46016.5,total
TEST,VTE_narrow,12-17,Male,1830,0,0,73626.41,total
TEST,VTE_narrow,18-24,Female,4026,0,0,33466.55,total
TEST,VTE_narrow,18-24,Male,5124,0,0,26295.14,total
TEST,VTE_narrow,25-29,Female,5124,0,0,26295.14,total
TEST,VTE_narrow,25-29,Male,4392,0,0,30677.67,total
TEST,VTE_narrow,30-39,Female,16836,0,0,8002.87,total
TEST,VTE_narrow,30-39,Male,12078,0,0,11155.52,total
TEST,VTE_narrow,40-49,Female,28914,0,0,4659.9,total
TEST,VTE_narrow,40-49,Male,24156,0,0,5577.76,total
TEST,VTE_narrow,50-59,Female,47946,0,0,2810.17,total
TEST,VTE_narrow,50-59,Male,42456,0,0,3173.55,total
TEST,VTE_narrow,60-69,Female,49044,0,0,2747.25,total
TEST,VTE_narrow,60-69,Male,47855,763.24,19.32,4252.52,total
TEST,VTE_narrow,70-79,Female,36705,1990.19,241.02,7189.26,total
TEST,VTE_narrow,70-79,Male,36600,0,0,3681.32,total
TEST,VTE_narrow,80+,Female,40626,0,0,3316.5,total
TEST,VTE_narrow,80+,Male,25620,0,0,5259.03,total
TEST,VTE_narrow,0-59,Female,105774,0,0,1273.81,total
TEST,VTE_narrow,0-59,Male,90036,0,0,1496.47,total
TEST,VTE_narrow,60+,Female,126375,578.04,70,2088.08,total
TEST,VTE_narrow,60+,Male,110075,331.82,8.4,1848.78,total
